team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Gwangju FC,Gwangju,2018,South Korea,37,18,19,0,11,5,6,15,8,7,11,5,6,1.3,1.28,1.32,5,7,5,5,51,42,9,93,52,41,30,21,22,20,8,1,65,54,81,79,74,86,11,5,6,20,11,9,11,4,7,17,7,10,174,70,104,40,21,19,50,51,50,443,208,235,197,100,97,246,108,138,0,0,0,26,16,10,14,7,7,12,9,3,11,7,4,22,8,14,4,3,1,1.49,1.61,1.37,2.51,2.89,2.16,1.38,1.67,1.11,1.14,1.22,1.05,1.08,1.28,0.89,0.7,0.89,0.53,0.38,0.39,0.37,32,25,18,12,5,1,16,15,11,7,2,1,16,10,7,5,3,0,5,12,19,25,32,36,2,3,7,11,16,17,3,9,12,14,16,19,86,68,49,32,14,3,89,83,61,39,11,6,84,53,37,26,16,0,14,32,51,68,86,97,11,17,39,61,89,94,16,47,63,74,84,100,21,12,5,12,7,3,9,5,2,57,32,14,67,39,17,47,26,11,30,28,32,7,30,28,32,54,61,47,30,22,37,46,39,53,25,12,13,68,67,68,20,9,11,54,50,58,8,3,5,22,17,26,30,39,21,59,44,74,11,17,5,5.12,4.67,5.47,1.48,1.75,1.27,76,71,56,41,38,35,18,15,1.75,1.79,1.72,1.59,1.55,1.62,76,5,5,7,6,3,6,3,3,13,0,4,4,2,5,5,8,7,7,41,44,37,30,28,32,6
Suwon FC,Suwon,2018,South Korea,36,18,18,0,13,7,6,3,1,2,20,10,10,1.17,1.22,1.11,7,8,7,7,29,46,-17,75,38,37,16,13,22,24,-6,-11,111,101,125,70,74,68,13,6,7,10,5,5,14,7,7,17,9,8,180,83,97,44,29,15,50,51,49,425,209,216,170,88,82,255,121,134,0,0,0,16,8,8,19,7,12,-3,1,-4,10,4,6,16,11,5,10,3,7,1.28,1.28,1.28,2.08,2.11,2.06,0.81,0.89,0.72,1.28,1.22,1.33,0.97,0.83,1.11,0.44,0.44,0.44,0.53,0.39,0.67,35,20,11,5,4,0,18,10,6,2,2,0,17,10,5,3,2,0,1,16,25,31,32,36,0,8,12,16,16,18,1,8,13,15,16,18,97,56,31,14,11,0,100,56,33,11,11,0,94,56,28,17,11,0,3,44,69,86,89,100,0,44,67,89,89,100,6,44,72,83,89,100,24,8,2,10,5,0,14,3,2,67,22,6,56,28,0,78,17,11,36,39,33,8,36,33,39,28,28,28,39,39,39,47,50,44,22,12,10,61,67,56,21,11,10,58,61,56,5,3,2,14,17,11,28,22,33,44,61,28,28,17,39,5.14,4.88,5.39,2,2.23,1.67,80,74,71,60,43,31,20,17,1.53,1.54,1.52,1.56,1.55,1.58,28,2,4,4,4,2,1,1,7,4,5,2,3,3,10,4,7,6,6,8,6,11,56,56,56,14
Seongnam FC,Seongnam,2018,South Korea,36,18,18,0,18,8,10,11,8,3,7,2,5,1.81,1.78,1.83,2,2,2,2,49,36,13,85,36,49,22,27,14,22,8,5,66,74,60,90,115,74,11,7,4,22,10,12,6,4,2,21,11,10,206,111,95,36,20,16,50,50,50,458,242,216,184,103,81,274,139,135,0,0,0,19,7,12,14,6,8,5,1,4,7,3,4,25,13,12,4,2,2,1.28,1.22,1.33,2.36,2,2.72,1.36,1.22,1.5,1,0.78,1.22,0.92,0.72,1.11,0.53,0.39,0.67,0.39,0.33,0.44,33,24,15,7,4,2,15,11,6,2,1,1,18,13,9,5,3,1,3,12,21,29,32,34,3,7,12,16,17,17,0,5,9,13,15,17,92,67,42,19,11,6,83,61,33,11,6,6,100,72,50,28,17,6,8,33,58,81,89,94,17,39,67,89,94,94,0,28,50,72,83,94,19,11,2,8,3,1,11,8,1,53,31,6,44,17,6,61,44,6,50,44,56,6,31,39,22,61,56,67,17,22,11,58,61,56,24,13,11,67,72,61,20,12,8,56,67,44,9,3,6,25,17,33,19,17,22,69,72,67,11,11,11,6.06,6.53,5.59,1.57,1.67,1.45,74,71,62,47,35,26,21,18,1.73,1.86,1.61,1.38,1.33,1.43,67,3,4,5,4,5,4,9,3,12,2,0,7,3,3,4,5,4,8,31,44,17,19,11,28,12
Daejeon Citizen FC,Daejeon Citizen,2018,South Korea,38,19,19,0,16,8,8,8,3,5,14,8,6,1.47,1.42,1.53,4,5,4,4,48,47,1,95,41,54,21,27,20,27,1,0,71,81,63,73,86,63,11,6,5,20,9,11,7,4,3,18,9,9,183,93,90,54,32,22,50,50,50,458,211,247,187,88,99,271,123,148,0,0,0,15,8,7,19,8,11,-4,0,-4,7,5,2,19,8,11,12,6,6,1.05,1.21,0.89,2.5,2.16,2.84,1.26,1.11,1.42,1.24,1.05,1.42,0.89,0.84,0.95,0.39,0.42,0.37,0.5,0.42,0.58,38,26,17,7,5,2,19,11,8,2,1,0,19,15,9,5,4,2,0,12,21,31,33,36,0,8,11,17,18,19,0,4,10,14,15,17,100,68,45,18,13,5,100,58,42,11,5,0,100,79,47,26,21,11,0,32,55,82,87,95,0,42,58,89,95,100,0,21,53,74,79,89,24,9,1,13,3,0,11,6,1,63,24,3,68,16,0,58,32,5,42,42,42,2,29,32,26,53,47,58,18,21,16,47,47,47,20,11,9,53,58,47,26,12,14,68,63,74,6,2,4,16,11,21,18,26,11,50,42,58,32,32,32,4.82,4.89,4.74,2.35,2.67,2.00,74,63,55,53,34,32,18,8,1.55,1.47,1.63,1.57,1.60,1.53,45,3,0,5,5,7,3,7,8,10,5,4,4,5,5,3,4,4,13,21,16,26,37,42,32,3
Busan I'Park,Busan I'Park,2018,South Korea,37,19,18,0,15,7,8,14,7,7,8,5,3,1.59,1.47,1.72,3,3,3,3,56,35,21,91,51,40,30,26,21,14,9,12,60,57,63,95,81,115,14,6,8,18,11,7,8,3,5,20,11,9,171,97,74,46,27,19,50,50,50,478,232,246,224,110,114,254,122,132,0,0,0,22,14,8,14,8,6,8,6,2,11,7,4,19,8,11,7,4,3,1.41,1.53,1.28,2.46,2.68,2.22,1.51,1.58,1.44,0.95,1.11,0.78,0.97,1.16,0.78,0.59,0.74,0.44,0.38,0.42,0.33,34,24,16,9,4,3,18,15,9,4,2,2,16,9,7,5,2,1,3,13,21,28,33,34,1,4,10,15,17,17,2,9,11,13,16,17,92,65,43,24,11,8,95,79,47,21,11,11,89,50,39,28,11,6,8,35,57,76,89,92,5,21,53,79,89,89,11,50,61,72,89,94,22,11,3,13,6,3,9,5,0,59,30,8,68,32,16,50,28,0,41,37,44,-6,38,32,44,49,58,39,22,16,28,54,58,50,25,12,13,68,63,72,21,9,12,57,47,67,6,4,2,16,21,11,30,37,22,51,42,61,19,21,17,5.03,5.71,4.35,1.92,2.08,1.73,71,62,47,44,38,32,15,6,1.96,1.95,1.97,1.29,1.27,1.30,65,6,4,3,5,8,4,9,9,8,3,2,2,6,3,5,3,3,8,38,37,39,22,26,17,6
FC Anyang,Anyang,2018,South Korea,36,18,18,0,12,8,4,8,4,4,16,6,10,1.22,1.56,0.89,6,4,9,6,44,50,-6,94,49,45,26,18,23,27,3,-9,74,63,90,65,70,60,9,5,4,18,9,9,11,5,6,17,11,6,121,61,60,36,20,16,50,49,50,377,181,196,169,85,84,208,96,112,0,0,0,16,11,5,24,10,14,-8,1,-9,7,4,3,15,10,5,14,4,10,1,1.22,0.78,2.61,2.72,2.5,1.22,1.44,1,1.39,1.28,1.5,1.11,1.17,1.06,0.44,0.61,0.28,0.67,0.56,0.78,34,25,19,9,5,1,17,13,10,6,3,0,17,12,9,3,2,1,2,11,17,27,31,35,1,5,8,12,15,18,1,6,9,15,16,17,94,69,53,25,14,3,94,72,56,33,17,0,94,67,50,17,11,6,6,31,47,75,86,97,6,28,44,67,83,100,6,33,50,83,89,94,27,10,2,13,6,1,14,4,1,75,28,6,72,33,6,78,22,6,33,44,22,13,25,28,22,50,50,50,31,28,33,47,61,33,16,9,7,44,50,39,22,9,13,61,50,72,7,5,2,19,28,11,19,22,17,42,56,28,39,22,56,3.56,3.59,3.53,1.64,1.82,1.45,74,68,50,28,24,21,15,6,1.14,1.10,1.18,1.60,1.60,1.61,56,1,3,3,6,7,7,4,5,8,3,7,9,2,6,1,4,4,14,22,22,22,44,33,56,3
Asan Mugunghwa FC,Asan Mugunghwa,2018,South Korea,36,18,18,0,21,11,10,9,5,4,6,2,4,2,2.11,1.89,1,1,1,1,54,27,27,81,44,37,30,24,14,13,16,11,60,54,68,120,115,125,17,8,9,15,9,6,7,3,4,23,12,11,174,81,93,66,39,27,50,50,50,460,245,215,181,96,85,279,149,130,0,0,0,25,13,12,10,4,6,15,9,6,16,8,8,17,9,8,3,1,2,1.81,1.83,1.78,2.25,2.44,2.06,1.5,1.67,1.33,0.75,0.78,0.72,0.97,0.94,1,0.69,0.72,0.67,0.28,0.22,0.33,33,23,15,6,2,2,16,12,8,4,2,2,17,11,7,2,0,0,3,13,21,30,34,34,2,6,10,14,16,16,1,7,11,16,18,18,92,64,42,17,6,6,89,67,44,22,11,11,94,61,39,11,0,0,8,36,58,83,94,94,11,33,56,78,89,89,6,39,61,89,100,100,24,9,2,10,5,2,14,4,0,67,25,6,56,28,11,78,22,0,58,61,56,4,47,44,50,42,50,33,19,17,22,64,67,61,27,15,12,75,83,67,14,8,6,39,44,33,7,3,4,19,17,22,44,44,44,47,50,44,8,6,11,4.83,4.50,5.17,2.36,2.6,2.08,72,61,53,44,31,25,17,17,1.62,1.69,1.55,1.36,1.39,1.34,47,4,2,7,6,10,6,3,6,10,3,1,2,3,3,2,2,5,6,25,28,22,17,11,22,6
Seoul E-Land FC,Seoul E-Land,2018,South Korea,36,18,18,0,10,5,5,7,4,3,19,9,10,1.03,1.06,1,10,9,8,10,30,52,-22,82,42,40,14,16,28,24,-14,-8,108,115,101,63,58,68,11,6,5,11,6,5,17,8,9,12,6,6,115,60,55,55,28,27,50,50,49,317,160,157,139,65,74,178,95,83,0,0,0,9,5,4,22,11,11,-13,-6,-7,6,3,3,15,7,8,15,8,7,0.92,0.89,0.94,2.28,2.33,2.22,0.83,0.78,0.89,1.44,1.56,1.33,0.86,0.89,0.83,0.25,0.28,0.22,0.61,0.61,0.61,33,23,14,8,3,1,16,10,7,5,3,1,17,13,7,3,0,0,3,13,22,28,33,35,2,8,11,13,15,17,1,5,11,15,18,18,92,64,39,22,8,3,89,56,39,28,17,6,94,72,39,17,0,0,8,36,61,78,92,97,11,44,61,72,83,94,6,28,61,83,100,100,22,7,2,12,4,0,10,3,2,61,19,6,67,22,0,56,17,11,28,28,28,-7,31,33,28,31,33,28,47,44,50,33,33,33,20,9,11,56,50,61,28,14,14,78,78,78,2,1,1,6,6,6,17,17,17,42,39,44,42,44,39,3.48,3.75,3.24,2.29,2.55,2.08,73,61,48,45,36,30,21,15,1.00,1.03,0.96,1.76,1.73,1.78,58,1,1,4,1,5,4,4,3,7,1,6,4,8,5,6,10,6,6,19,22,17,53,50,56,12
Bucheon FC 1995,Bucheon 1995,2018,South Korea,36,18,18,0,11,4,7,6,3,3,19,11,8,1.08,0.83,1.33,9,10,6,9,37,50,-13,87,34,53,13,24,21,29,-8,-5,87,125,68,65,77,56,8,4,4,18,6,12,12,9,3,15,7,8,131,77,54,34,15,19,50,50,49,393,221,172,160,78,82,233,143,90,0,0,0,12,6,6,19,7,12,-7,-1,-6,8,4,4,17,10,7,11,4,7,1.14,1.22,1.06,2.42,1.89,2.94,1.03,0.72,1.33,1.39,1.17,1.61,0.86,0.72,1,0.33,0.33,0.33,0.53,0.39,0.67,34,25,17,6,3,2,17,10,5,1,1,0,17,15,12,5,2,2,2,11,19,30,33,34,1,8,13,17,17,18,1,3,6,13,16,16,94,69,47,17,8,6,94,56,28,6,6,0,94,83,67,28,11,11,6,31,53,83,92,94,6,44,72,94,94,100,6,17,33,72,89,89,22,8,1,9,3,1,13,5,0,61,22,3,50,17,6,72,28,0,31,22,39,-7,22,22,22,50,33,67,33,50,17,42,39,44,21,12,9,58,67,50,25,13,12,69,72,67,4,2,2,11,11,11,22,22,22,47,56,39,31,22,39,3.97,4.28,3.60,1.62,1.5,1.73,70,61,39,36,36,33,24,18,1.38,1.40,1.34,1.81,1.77,1.85,69,4,1,4,2,1,5,8,4,8,3,1,9,2,6,6,9,5,9,17,17,17,53,61,44,9
Ansan Greeners FC,Ansan Greeners,2018,South Korea,36,18,18,0,10,8,2,9,2,7,17,8,9,1.08,1.44,0.72,8,6,10,8,32,45,-13,77,43,34,21,11,22,23,-1,-12,101,77,148,72,74,70,6,3,3,16,8,8,18,8,10,9,6,3,131,71,60,48,21,27,50,50,50,403,216,187,145,84,61,258,132,126,0,0,0,12,8,4,17,8,9,-5,0,-5,7,5,2,19,8,11,10,5,5,1.11,1.28,0.94,2.14,2.39,1.89,0.89,1.17,0.61,1.25,1.22,1.28,0.81,0.89,0.72,0.33,0.44,0.22,0.47,0.44,0.5,32,23,12,7,3,0,17,12,7,5,2,0,15,11,5,2,1,0,4,13,24,29,33,36,1,6,11,13,16,18,3,7,13,16,17,18,89,64,33,19,8,0,94,67,39,28,11,0,83,61,28,11,6,0,11,36,67,81,92,100,6,33,61,72,89,100,17,39,72,89,94,100,21,5,2,13,3,0,8,2,2,58,14,6,72,17,0,44,11,11,28,44,11,17,17,17,17,44,44,44,50,44,56,25,33,17,22,10,12,61,56,67,25,10,15,69,56,83,4,3,1,11,17,6,19,28,11,53,44,61,28,28,28,3.97,3.94,4.00,1.85,1.91,1.80,76,61,52,39,27,24,18,9,1.32,1.34,1.30,1.65,1.57,1.74,39,0,5,4,1,3,3,9,3,4,4,2,2,6,5,7,5,7,7,25,11,39,47,44,50,6
