team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Suwon FC,Suwon,2017,South Korea,36,18,18,0,11,7,4,12,4,8,13,7,6,1.25,1.39,1.11,6,5,6,6,42,48,-6,90,48,42,24,18,24,24,0,-6,77,68,90,68,68,68,11,4,7,15,8,7,15,7,8,12,7,5,108,59,49,82,39,43,17,26,11,335,168,167,137,65,72,198,103,95,0,0,0,15,9,6,20,10,10,-5,-1,-4,6,3,3,19,10,9,11,5,6,1.03,1.06,1,2.5,2.67,2.33,1.17,1.33,1,1.33,1.33,1.33,0.97,1.06,0.89,0.42,0.5,0.33,0.56,0.56,0.56,31,22,17,12,4,3,17,12,9,7,2,1,14,10,8,5,2,2,5,14,19,24,32,33,1,6,9,11,16,17,4,8,10,13,16,16,86,61,47,33,11,8,94,67,50,39,11,6,78,56,44,28,11,11,14,39,53,67,89,92,6,33,50,61,89,94,22,44,56,72,89,89,21,10,4,11,6,2,10,4,2,58,28,11,61,33,11,56,22,11,31,39,22,0,31,22,39,42,44,39,42,39,44,33,39,28,20,9,11,56,50,61,23,11,12,64,61,67,8,5,3,22,28,17,17,17,17,53,56,50,31,28,33,4.50,5.90,3.50,2.28,2.17,2.39,71,67,67,50,25,4,4,4,0.00,0.00,0.00,0.00,0.00,0.00,53,2,4,1,4,7,5,6,4,9,5,3,3,4,8,6,4,7,8,33,22,44,36,39,33,4
Seongnam FC,Seongnam,2017,South Korea,36,18,18,0,13,6,7,14,6,8,9,6,3,1.47,1.33,1.61,4,6,3,4,38,30,8,68,32,36,16,22,16,14,0,8,85,101,74,108,101,115,15,8,7,16,7,9,10,5,5,17,7,10,78,41,37,65,32,33,25,26,24,258,114,144,108,48,60,150,66,84,0,0,0,18,6,12,10,5,5,8,1,7,9,3,6,21,11,10,6,4,2,1.33,1.11,1.56,1.89,1.78,2,1.06,0.89,1.22,0.83,0.89,0.78,0.78,0.61,0.94,0.5,0.33,0.67,0.28,0.28,0.28,31,21,9,5,2,0,16,9,5,2,0,0,15,12,4,3,2,0,5,15,27,31,34,36,2,9,13,16,18,18,3,6,14,15,16,18,86,58,25,14,6,0,89,50,28,11,0,0,83,67,22,17,11,0,14,42,75,86,94,100,11,50,72,89,100,100,17,33,78,83,89,100,19,8,1,8,3,0,11,5,1,53,22,3,44,17,0,61,28,6,36,33,39,-12,42,44,39,44,39,50,28,28,28,47,39,56,26,13,13,72,72,72,23,14,9,64,78,50,4,1,3,11,6,17,25,17,33,58,61,56,17,22,11,3.25,3.42,3.08,1.81,1.78,1.83,75,71,67,38,13,8,4,4,0.00,0.00,0.00,0.00,0.00,0.00,44,5,2,2,4,8,7,2,3,5,2,4,2,1,4,1,3,3,10,39,33,44,25,33,17,0
Daejeon Citizen FC,Daejeon Citizen,2017,South Korea,36,18,18,0,6,5,1,11,5,6,19,8,11,0.81,1.11,0.5,10,9,10,10,41,60,-19,101,45,56,20,21,25,35,-5,-14,79,81,77,54,65,46,5,3,2,24,10,14,10,6,4,10,4,6,103,62,41,88,45,43,25,25,26,306,168,138,138,78,60,168,90,78,0,0,0,11,4,7,25,13,12,-14,-9,-5,4,1,3,16,8,8,16,9,7,0.78,0.61,0.94,2.81,2.5,3.11,1.14,1.11,1.17,1.67,1.39,1.94,1,0.94,1.06,0.31,0.22,0.39,0.69,0.72,0.67,33,28,17,10,8,4,17,14,6,3,3,1,16,14,11,7,5,3,3,8,19,26,28,32,1,4,12,15,15,17,2,4,7,11,13,15,92,78,47,28,22,11,94,78,33,17,17,6,89,78,61,39,28,17,8,22,53,72,78,89,6,22,67,83,83,94,11,22,39,61,72,83,24,10,2,12,4,1,12,6,1,67,28,6,67,22,6,67,33,6,17,28,6,7,14,17,11,67,56,78,28,33,22,28,22,33,16,7,9,44,39,50,26,14,12,72,78,67,6,3,3,17,17,17,11,6,17,44,44,44,44,50,39,3.81,5.17,2.73,2.44,2.5,2.39,56,56,48,44,26,22,11,11,0.00,0.00,0.00,0.00,0.00,0.00,81,2,4,3,1,2,6,1,5,17,4,5,4,5,8,3,9,10,12,31,28,33,53,44,61,4
Busan I'Park,Busan I'Park,2017,South Korea,36,18,18,0,19,8,11,11,8,3,6,2,4,1.89,1.78,2,2,2,1,2,52,30,22,82,46,36,29,23,17,13,12,10,63,56,70,108,96,125,15,6,9,17,12,5,7,2,5,23,11,12,100,56,44,73,30,43,21,17,25,252,162,90,115,71,44,137,91,46,0,0,0,22,12,10,13,6,7,9,6,3,15,9,6,14,6,8,7,3,4,1.64,1.83,1.44,2.28,2.56,2,1.44,1.61,1.28,0.83,0.94,0.72,0.97,1,0.94,0.61,0.67,0.56,0.36,0.33,0.39,33,23,15,7,3,1,16,14,10,4,1,1,17,9,5,3,2,0,3,13,21,29,33,35,2,4,8,14,17,17,1,9,13,15,16,18,92,64,42,19,8,3,89,78,56,22,6,6,94,50,28,17,11,0,8,36,58,81,92,97,11,22,44,78,94,94,6,50,72,83,89,100,24,8,3,13,3,2,11,5,1,67,22,8,72,17,11,61,28,6,53,44,61,-1,42,33,50,47,67,28,19,11,28,64,61,67,25,13,12,69,72,67,18,7,11,50,39,61,5,3,2,14,17,11,42,50,33,39,33,44,19,17,22,4.55,4.67,4.40,2.09,1.76,2.39,77,64,50,32,23,14,9,5,0.00,0.00,0.00,0.00,0.00,0.00,50,7,5,4,3,6,5,5,6,11,2,3,5,3,1,1,5,5,5,31,44,17,17,11,22,0
Gyeongnam FC,Gyeongnam,2017,South Korea,36,18,18,0,24,15,9,7,2,5,5,1,4,2.19,2.61,1.78,1,1,2,1,69,36,33,105,49,56,36,33,13,23,23,10,47,45,49,90,125,70,9,7,2,24,10,14,3,1,2,21,10,11,114,60,54,72,29,43,17,16,17,332,171,161,141,74,67,191,97,94,0,0,0,23,8,15,13,7,6,10,1,9,15,5,10,16,10,6,5,3,2,1.69,1.39,2,2.92,2.72,3.11,1.92,2,1.83,1,0.72,1.28,1,0.83,1.17,0.64,0.44,0.83,0.36,0.39,0.33,36,29,22,10,5,3,18,14,11,4,1,1,18,15,11,6,4,2,0,7,14,26,31,33,0,4,7,14,17,17,0,3,7,12,14,16,100,81,61,28,14,8,100,78,61,22,6,6,100,83,61,33,22,11,0,19,39,72,86,92,0,22,39,78,94,94,0,17,39,67,78,89,24,9,3,11,4,0,13,5,3,67,25,8,61,22,0,72,28,17,67,83,50,16,25,39,11,67,56,78,8,6,11,58,56,61,25,12,13,69,67,72,16,10,6,44,56,33,7,3,4,19,17,22,42,28,56,44,56,33,14,17,11,4.75,5.00,4.50,2.06,1.71,2.39,88,88,71,57,28,21,4,4,0.00,0.00,0.00,0.00,0.00,0.00,94,3,4,3,9,8,6,7,10,19,1,6,4,1,3,7,3,6,5,19,11,28,14,6,22,4
FC Anyang,Anyang,2017,South Korea,36,18,18,0,10,7,3,9,2,7,17,9,8,1.08,1.28,0.89,7,8,7,7,40,58,-18,98,49,49,23,17,26,32,-3,-15,81,70,96,56,63,51,11,6,5,17,10,7,13,4,9,16,9,7,113,59,54,82,31,51,22,22,22,311,177,134,117,69,48,194,108,86,0,0,0,14,7,7,24,15,9,-10,-8,-2,6,4,2,18,7,11,12,7,5,1,1.06,0.94,2.72,2.72,2.72,1.11,1.28,0.94,1.61,1.44,1.78,1.06,1.22,0.89,0.39,0.39,0.39,0.67,0.83,0.5,31,27,18,13,5,2,16,15,10,6,2,0,15,12,8,7,3,2,5,9,18,23,31,34,2,3,8,12,16,18,3,6,10,11,15,16,86,75,50,36,14,6,89,83,56,33,11,0,83,67,44,39,17,11,14,25,50,64,86,94,11,17,44,67,89,100,17,33,56,61,83,89,19,11,7,11,7,4,8,4,3,53,31,19,61,39,22,44,22,17,28,39,17,13,31,33,28,47,56,39,36,22,50,44,50,39,21,10,11,58,56,61,26,12,14,72,67,78,6,3,3,17,17,17,17,22,11,50,39,61,33,39,28,5.38,4.92,6.00,2.28,1.72,2.83,67,56,56,48,38,24,24,19,0.00,0.00,0.00,0.00,0.00,0.00,83,3,2,3,2,4,3,7,7,9,3,1,5,9,11,3,8,5,13,25,11,39,47,50,44,14
Asan Mugunghwa FC,Asan Mugunghwa,2017,South Korea,36,18,18,0,15,9,6,9,4,5,12,5,7,1.5,1.72,1.28,3,3,5,3,44,37,7,81,40,41,24,20,16,21,8,-1,74,68,81,87,101,77,11,7,4,18,8,10,8,4,4,20,10,10,112,60,52,85,47,38,23,24,22,304,166,138,130,79,51,174,87,87,0,0,0,16,7,9,15,5,10,1,2,-1,11,6,5,14,8,6,11,4,7,1.31,1.44,1.17,2.25,2.22,2.28,1.22,1.33,1.11,1.03,0.89,1.17,0.86,0.67,1.06,0.44,0.39,0.5,0.42,0.28,0.56,35,26,12,6,2,0,17,13,6,3,1,0,18,13,6,3,1,0,1,10,24,30,34,36,1,5,12,15,17,18,0,5,12,15,17,18,97,72,33,17,6,0,94,72,33,17,6,0,100,72,33,17,6,0,3,28,67,83,94,100,6,28,67,83,94,100,0,28,67,83,94,100,25,5,1,10,1,1,15,4,0,69,14,3,56,6,6,83,22,0,42,50,33,12,31,39,22,50,44,56,22,22,22,56,56,56,21,13,8,58,72,44,22,12,10,61,67,56,4,1,3,11,6,17,31,33,28,39,44,33,31,22,39,4.67,4.62,4.73,2.36,2.61,2.11,67,54,46,38,25,21,13,4,0.00,0.00,0.00,0.00,0.00,0.00,56,3,3,2,6,7,3,5,10,5,2,4,0,6,6,3,1,4,11,25,22,28,33,28,39,4
Seoul E-Land FC,Seoul E-Land,2017,South Korea,36,18,18,0,7,4,3,14,11,3,15,3,12,0.97,1.28,0.67,8,7,9,8,42,55,-13,97,51,46,27,15,24,31,3,-16,77,60,108,59,68,52,8,6,2,20,11,9,12,5,7,13,7,6,83,34,49,56,19,37,17,23,11,288,134,154,133,62,71,155,72,83,0,0,0,13,9,4,17,11,6,-4,-2,-2,5,3,2,24,11,13,7,4,3,1.08,1.11,1.06,2.69,2.83,2.56,1.17,1.5,0.83,1.53,1.33,1.72,0.83,1.11,0.56,0.36,0.5,0.22,0.47,0.61,0.33,32,26,19,12,6,2,14,11,9,9,6,2,18,15,10,3,0,0,4,10,17,24,30,34,4,7,9,9,12,16,0,3,8,15,18,18,89,72,53,33,17,6,78,61,50,50,33,11,100,83,56,17,0,0,11,28,47,67,83,94,22,39,50,50,67,89,0,17,44,83,100,100,17,11,2,10,8,2,7,3,0,47,31,6,56,44,11,39,17,0,19,22,17,21,22,33,11,56,61,50,33,28,39,36,39,33,24,11,13,67,61,72,25,11,14,69,61,78,6,4,2,17,22,11,14,17,11,67,61,72,19,22,17,3.46,3.09,3.77,1.6,1.06,2.18,67,50,42,21,8,4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,75,1,2,5,3,4,4,10,6,7,7,3,1,2,6,6,8,13,9,39,61,17,42,17,67,0
Bucheon FC 1995,Bucheon 1995,2017,South Korea,36,18,18,0,15,8,7,7,4,3,14,6,8,1.44,1.56,1.33,5,4,4,5,50,46,4,96,47,49,26,24,21,25,5,-1,65,63,68,70,77,65,9,6,3,20,8,12,8,5,3,19,10,9,125,68,57,57,31,26,15,15,15,318,167,151,130,58,72,188,109,79,0,0,0,21,10,11,16,8,8,5,2,3,13,6,7,15,8,7,8,4,4,1.5,1.44,1.56,2.67,2.61,2.72,1.39,1.44,1.33,1.28,1.17,1.39,1.03,1,1.06,0.58,0.56,0.61,0.44,0.44,0.44,35,25,17,9,5,3,17,12,7,4,3,2,18,13,10,5,2,1,1,11,19,27,31,33,1,6,11,14,15,16,0,5,8,13,16,17,97,69,47,25,14,8,94,67,39,22,17,11,100,72,56,28,11,6,3,31,53,75,86,92,6,33,61,78,83,89,0,28,44,72,89,94,25,8,3,12,4,1,13,4,2,69,22,8,67,22,6,72,22,11,42,44,39,7,25,33,17,56,44,67,22,28,17,53,56,50,21,11,10,58,61,56,19,10,9,53,56,50,7,3,4,19,17,22,36,33,39,42,44,39,22,22,22,4.63,4.86,4.38,1.63,1.72,1.53,74,63,52,41,30,26,26,19,0.00,0.00,0.00,0.00,0.00,0.00,86,2,7,7,2,10,2,7,5,8,1,2,5,3,9,6,6,8,6,19,22,17,39,33,44,7
Ansan Greeners FC,Ansan Greeners,2017,South Korea,36,18,18,0,7,4,3,12,7,5,17,7,10,0.92,1.06,0.78,9,10,8,9,36,54,-18,90,47,43,20,16,27,27,-7,-11,90,81,101,60,60,60,7,3,4,17,10,7,15,6,9,13,7,6,101,66,35,74,37,37,24,18,30,315,188,127,132,83,49,183,105,78,0,0,0,12,6,6,12,7,5,0,-1,1,8,4,4,19,9,10,9,5,4,1.19,1.17,1.22,2.5,2.61,2.39,1,1.11,0.89,1.5,1.5,1.5,0.67,0.72,0.61,0.33,0.33,0.33,0.33,0.39,0.28,33,25,16,8,4,4,17,12,8,4,3,3,16,13,8,4,1,1,3,11,20,28,32,32,1,6,10,14,15,15,2,5,10,14,17,17,92,69,44,22,11,11,94,67,44,22,17,17,89,72,44,22,6,6,8,31,56,78,89,89,6,33,56,78,83,83,11,28,56,78,94,94,18,4,2,10,2,1,8,2,1,50,11,6,56,11,6,44,11,6,19,22,17,0,19,17,22,47,56,39,42,33,50,36,39,33,25,11,14,69,61,78,26,13,13,72,72,72,3,2,1,8,11,6,22,22,22,53,50,56,25,28,22,3.74,4.71,2.69,2.06,2.06,2.06,81,70,59,48,30,19,11,11,0.00,0.00,0.00,0.00,0.00,0.00,72,1,2,2,1,6,3,5,10,6,2,4,3,1,6,8,8,5,17,33,39,28,47,39,56,4
