timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1457758800,Mar 12 2016 - 5:00am,complete,32695,Jeonbuk Motors,FC Seoul,N/A,1,0.00,0.00,2.26,2.11,1,0,1,0,0,0,"61","",-1,-1,2,0,1,0,2,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jeonju World Cup Stadium
1457758800,Mar 12 2016 - 5:00am,complete,14504,Seongnam,Suwon Bluewings,N/A,1,0.00,0.00,1.00,1.16,2,0,2,0,0,0,"48,55","",-1,-1,1,0,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Seongnam Tancheon Sports Complex
1457766000,Mar 12 2016 - 7:00am,complete,12141,Pohang Steelers,Gwangju,N/A,1,0.00,0.00,1.53,1.26,3,3,6,1,0,1,"87,90,90'2","16,65,90'8",-1,-1,1,0,4,0,0,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Steelyard Stadium
1457845200,Mar 13 2016 - 5:00am,complete,12808,Jeonnam Dragons,Suwon,N/A,1,0.00,0.00,1.42,1.16,0,0,0,0,0,0,"","",-1,-1,4,0,3,0,0,4,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Gwangyang Stadium
1457845200,Mar 13 2016 - 5:00am,complete,6261,Jeju United,Incheon United,N/A,1,0.00,0.00,1.84,1.00,3,1,4,1,1,0,"32,79,83","63",-1,-1,0,0,5,0,0,0,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jeju World Cup Stadium
1457852400,Mar 13 2016 - 7:00am,complete,4783,Sangju Sangmu,Ulsan,N/A,1,0.00,0.00,1.28,1.47,2,0,2,0,0,0,"46,53","",-1,-1,2,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sangju Stadium
1458367200,Mar 19 2016 - 6:00am,complete,12825,Suwon,Seongnam,N/A,2,0.00,0.00,0.89,1.26,1,1,2,0,0,0,"65","60",-1,-1,3,0,1,0,1,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Suwon Civil Stadium
1458370800,Mar 19 2016 - 7:00am,complete,10638,Gwangju,Jeju United,N/A,2,0.00,0.00,1.21,1.26,1,0,1,0,0,0,"64","",-1,-1,3,0,3,0,0,3,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Gwangju World Cup Stadium
1458450000,Mar 20 2016 - 5:00am,complete,10722,Incheon United,Pohang Steelers,N/A,2,0.00,0.00,1.35,0.89,0,2,2,1,0,1,"","20,68",-1,-1,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sungui Arena Park
1458450000,Mar 20 2016 - 5:00am,complete,18219,Ulsan,Jeonbuk Motors,N/A,2,0.00,0.00,1.37,1.74,0,0,0,0,0,0,"","",-1,-1,1,0,3,0,0,1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ulsan Munsu Football Stadium
1458450000,Mar 20 2016 - 5:00am,complete,25950,FC Seoul,Sangju Sangmu,N/A,2,0.00,0.00,1.58,1.00,4,0,4,2,2,0,"3,41,83,84","",-1,-1,2,0,2,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Seoul World Cup Stadium
1458457200,Mar 20 2016 - 7:00am,complete,13794,Suwon Bluewings,Jeonnam Dragons,N/A,2,0.00,0.00,1.37,1.05,2,2,4,2,2,0,"16,24","81,83",-1,-1,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Suwon World Cup Stadium
1459573200,Apr 02 2016 - 5:00am,complete,8937,Suwon Bluewings,Sangju Sangmu,N/A,3,1.00,0.00,1.37,1.00,2,1,3,1,1,0,"28,75","54",-1,-1,1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,4.00,50,100,100,100,0,100,100,100,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Suwon World Cup Stadium
1459573200,Apr 02 2016 - 5:00am,complete,7312,Seongnam,Pohang Steelers,N/A,3,3.00,3.00,1.00,0.89,1,0,1,0,0,0,"68","",-1,-1,2,0,2,0,0,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,2.00,0,100,0,0,0,0,50,50,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Seongnam Tancheon Sports Complex
1459573200,Apr 02 2016 - 5:00am,complete,16363,Jeonbuk Motors,Jeju United,N/A,3,3.00,0.00,2.26,1.26,2,1,3,3,2,1,"14,24","32",-1,-1,4,0,2,0,1,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,1.00,0,0,0,0,0,0,0,0,100,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jeonju World Cup Stadium
